system,segment,source,target,reference,mqm_score,BLEU,chrF,COMET,char_length,num_tokens,num_types,herdan_c,cluster_id,embedding_cluster
refB,7,"While all of those caught in the avalanche were experienced backcountry skiers, a warning had been issued against skiing in the area, which was just inside the boundaries of Crystal Mountain Resort.","Obwohl alle von der Lawine verschütteten Skifahrer erfahrene Bergskifahrer waren, wurde eine Warnung für das Gebiet ausgegeben, das sich gerade noch innerhalb der Grenzen des Crystal Mountain Resort befand.","Die von der Lawine überraschten Personen waren alle erfahrene Langlauf-Skifahrer, es war jedoch eine Warnung vor Skifahren in dem Gebiet knapp innerhalb der Grenzen des Crystal Mountain Resort ausgegeben worden.",294.0,26.25996281830107,58.597939318125334,0.8097290396690369,198,32,28,0.9614709844115208,3,4
JDExploreAcademy,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, da das Anwesen an öffentliches Land im Mount Baker-Snoqualmie National Forest angrenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",387.0,19.737352653149166,58.28672171229571,0.873567521572113,191,29,26,0.9675706271505612,4,0
Lan-Bridge,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, weil das Grundstück an öffentliches Land im Mount Baker-Snoqualmie National Forest angrenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",537.0,17.41660973302581,57.33314023583313,0.8776335716247559,191,29,26,0.9675706271505612,4,0
M2M100_1.2B-B4,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was die Skifahrer davon abhält, dorthin zu gehen, weil das Anwesen öffentliche Flächen im Mount Baker-Snoqualmie National Forest umfasst.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",1083.0,17.41660973302581,53.3818686458505,0.8778505921363831,191,29,26,0.9675706271505612,4,0
Online-A,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, da das Anwesen an öffentliches Land im Mount Baker-Snoqualmie National Forest grenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",472.0,19.737352653149166,56.039433459060916,0.8765080571174622,191,29,26,0.9675706271505612,4,0
Online-B,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, da das Anwesen an öffentliches Land im Mount Baker-Snoqualmie National Forest grenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",360.0,19.737352653149166,56.039433459060916,0.8765080571174622,191,29,26,0.9675706271505612,4,0
Online-G,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, da das Grundstück an öffentliches Land im Mount Baker-Snoqualmie National Forest angrenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",507.0,19.737352653149166,58.730715136729685,0.8774033188819885,191,29,26,0.9675706271505612,4,0
Online-W,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber nichts hält Skifahrer davon ab, dorthin zu fahren, da das Gelände an öffentliches Land im Mount Baker-Snoqualmie National Forest angrenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",255.0,25.0923675174375,60.689063702414025,0.8779083490371704,191,29,26,0.9675706271505612,4,0
Online-Y,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, da das Grundstück an öffentliche Grundstücke im Mount Baker-Snoqualmie National Forest grenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",443.0,19.737352653149166,56.30660656787484,0.8772339224815369,191,29,26,0.9675706271505612,4,0
OpenNMT,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was die Skifahrer davon abhält, dorthin zu fahren, weil das Anwesen öffentliche Grundstücke im Mount Baker-Snoqualmie National Forest <v>abgrenzt</v>.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",571.0,14.755030339831421,53.97262637776444,0.8170306086540222,191,29,26,0.9675706271505612,4,0
PROMT,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, weil das Anwesen an öffentlichen Grundstücken im Mount Baker-Snoqualmie National Forest angrenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",536.0,17.653624891330946,57.56281448667928,0.8392966389656067,191,29,26,0.9675706271505612,4,0
QUARTZ_TuneReranking,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, da das Anwesen auf öffentlichem Grund im Nationalwald Mount Baker-Snoqualmie liegt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",494.0,9.726283211829577,50.1697274339145,0.8736760020256042,191,29,26,0.9675706271505612,4,0
bleu_bestmbr,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber nichts hält Skifahrer davon ab, dorthin zu fahren, da das Anwesen an öffentliches Land im Mount Baker-Snoqualmie National Forest grenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",301.0,17.88971855769555,54.638419499824955,0.8721746802330017,191,29,26,0.9675706271505612,4,0
bleurt_bestmbr,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt zwar die Bedingungen, aber nichts hält Skifahrer davon ab, dorthin zu fahren, da das Anwesen an öffentliches Land im Mount Baker-Snoqualmie National Forest grenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",375.0,17.923730757711468,54.21145187857642,0.8740997910499573,191,29,26,0.9675706271505612,4,0
comet_bestmbr,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das private Skigebiet bestimmt die Bedingungen, aber es gibt nichts, was Skifahrer davon abhält, dorthin zu fahren, da das Grundstück im Mount Baker-Snoqualmie National Forest an öffentliches Land angrenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",396.0,19.737352653149166,57.732202818039866,0.8805648684501648,191,29,26,0.9675706271505612,4,0
refB,8,The private ski resort determines the conditions but there is nothing that stops skiers from going there because the property abuts public lands in the Mount Baker-Snoqualmie National Forest.,"Das Privatskigebiet ermittelt die Bedingungen, allerdings kann es Skifahrer nicht davon abhalten, dorthin zu gehen, da das Grundstück an öffentliches Land im Mount Baker-Snoqualmie National Forest angrenzt.","Das private Ski-Resort legt die Bedingungen fest, aber es kann nicht verhindert werden, dass Skifahrer dort unterwegs sind, da das Gelände an die öffentlichen Gebiete im Mount Baker-Snoqualmie National Forest angrenzen.",310.0,17.028941944444924,55.42213301115553,0.8298518061637878,191,29,26,0.9675706271505612,4,0
JDExploreAcademy,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, der Präsident und CEO des Resorts, sagte, dass alle sechs Männer die Bergkarten des Skigebiets besaßen, was bedeutet, dass sie bei der Skistreife registriert waren, an einer Orientierung teilnahmen, wie und wo sie durch das Gelände des Resorts zum Backcountry-Skifahren gelangen konnten und vor ihrem Ausflug die Schneeverhältnisse überprüfen mussten.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",310.0,41.00434566760202,59.023103113062646,0.8449569344520569,333,53,43,0.9473359132247053,0,2
Lan-Bridge,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und CEO des Resorts, sagte, alle sechs Männer besäßen die Uphill-Travel-Pässe des Skigebiets, was bedeutet, dass sie bei der Skipatrouille registriert waren, an einer Orientierungshilfe darüber teilgenommen haben, wie und wo sie über das Grundstück des Resorts Zugang zum Skifahren <v>im Hinterland</v> haben, und waren verpflichtet, die Schneebedingungen vor ihrem Ausflug zu überprüfen.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",605.0,31.186526577485704,60.79968798695131,0.8019540905952454,333,53,43,0.9473359132247053,0,2
M2M100_1.2B-B4,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und CEO des Resorts, sagte, dass alle sechs Männer die Hügel-Reise-Pässe des Skigebiets besaßen, was bedeutet, dass sie mit der Skipatrouille registriert waren, an einer Orientierung beteiligt waren, wie und wo man das Backcountry-Skifahren durch das Resort-Eigentum <v>zugreifen</v> kann, und sie wurden verpflichtet, die Schneeverhältnisse vor ihrer Tour zu überprüfen.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",874.0,31.629715225601416,54.020468201331454,0.6730582118034363,333,53,43,0.9473359132247053,0,2
Online-A,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, der Präsident und CEO des Resorts, sagte, dass alle sechs Männer die Bergauffahrtspässe des Skigebiets besaßen, was bedeutet, dass sie bei der Skipatrouille registriert waren, an einer Orientierung teilnahmen, wie und wo sie über das Grundstück des Resorts <v>auf das Backcountry-Skifahren zugreifen konnten</v>, und dass sie vor ihrem Ausflug die Schneebedingungen überprüfen mussten.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",454.0,34.22086766435368,60.34898040278137,0.818617582321167,333,53,43,0.9473359132247053,0,2
Online-B,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, der Präsident und CEO des Resorts, sagte, alle sechs Männer besäßen die Uphill-Travel-Pässe des Skigebiets, was bedeutet, dass sie bei der Skipatrouille registriert waren, an einer Orientierungshilfe darüber teilgenommen haben, wie und wo sie über das Grundstück des Resorts Zugang zum Skifahren im Hinterland haben, <v>und dazu verpflichtet waren Überprüfen Sie die Schneebedingungen vor ihrem Ausflug.</v>","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",371.0,29.209637107146985,60.35718154798778,0.7163109183311462,333,53,43,0.9473359132247053,0,2
Online-G,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und CEO des Resorts, sagte, dass alle sechs Männer die Bergauf-Pässe des Skigebiets besaßen, was bedeutet, dass sie bei der Skipatrouille registriert waren, an einer Orientierung darüber teilnahmen, wie und wo sie über das Gelände des Resorts Zugang zum <v>Skifahren im Hinterland</v> haben und waren erforderlich, um die Schneeverhältnisse vor ihrem Ausflug zu überprüfen.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",536.0,36.21140686811595,61.92004029222829,0.7376664280891418,333,53,43,0.9473359132247053,0,2
Online-W,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und CEO des Skigebiets, sagte, dass alle sechs Männer im Besitz eines Skipasses des Skigebiets waren, was bedeutet, dass sie bei der Skipatrouille registriert waren, an einer Einweisung teilgenommen haben, wie und wo man auf dem Gelände des Skigebiets Skifahren kann, und dass sie vor ihrem Ausflug die Schneeverhältnisse überprüfen mussten.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",239.0,34.61314072147207,53.084462264405495,0.8253015875816345,333,53,43,0.9473359132247053,0,2
Online-Y,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und CEO des Resorts, sagte, dass alle sechs Männer die <v>Bergauffahrten</v> des Skigebiets besaßen, was bedeutet, dass sie bei der Skipatrouille registriert waren, an einer Orientierung teilgenommen haben, wie und wo sie über das Grundstück des Resorts Zugang zum Skifahren im Hinterland erhalten können, und die Schneeverhältnisse zuvor überprüfen mussten zu ihrem Ausflug.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",447.0,34.69472515901809,59.64252800981872,0.7145515084266663,333,53,43,0.9473359132247053,0,2
OpenNMT,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, der Präsident und CEO des Resorts, sagte, dass alle sechs Männer die Bergpässe des Skigebiets <v>hielten</v>, was bedeutet, dass sie bei einer Skipatrouille registriert waren, an einer Orientierung darüber teilnahmen, wie und wo sie durch das Grundstück des Resorts zum Skilanglauf gelangen konnten, und verpflichtet waren, die Schneebedingungen vor ihrem Ausflug zu überprüfen.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",558.0,34.38014395531151,62.866578817573036,0.7999405860900879,333,53,43,0.9473359132247053,0,2
PROMT,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, der Präsident und CEO des Resorts, sagte, dass alle sechs Männer die <v>Bergaufreisepässe</v> des Skigebiets hielten, was bedeutet, dass sie bei der Skipatrouille registriert waren, an einer Orientierung teilnahmen, wie und wo sie auf das Skilaufen im Hinterland durch das Eigentum des Resorts zugreifen konnten und die Schneebedingungen vor ihrem Ausflug überprüfen mussten.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",520.0,34.83401552094328,61.15107556317931,0.785654604434967,333,53,43,0.9473359132247053,0,2
QUARTZ_TuneReranking,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, der Präsident und Geschäftsführer des Skigebiets, sagte, dass alle sechs Männer die Bergfahrerausweise des Skigebiets besaßen, das heißt, sie waren bei der Skipatrouille angemeldet, nahmen an einer Orientierung teil, wie und wo sie das Gelände des Skigebiets zum <v>Hinterlandskilaufen</v> nutzen können und mussten vor ihrem Ausflug die Schneeverhältnisse überprüfen.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",450.0,17.653583111354074,49.764321993031224,0.8330809473991394,333,53,43,0.9473359132247053,0,2
bleu_bestmbr,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und CEO des Resorts, sagte, alle sechs Männer besäßen die Uphill-Reisepässe des Skigebiets, was bedeutet, dass sie bei der Skipatrouille registriert waren, an einer Orientierung darüber teilnahmen, wie und wo man durch das Gelände des Resorts Zugang zum Backcountry-Skisport hat, und dass sie vor ihrem Ausflug die Schneebedingungen überprüfen mussten.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",427.0,39.04092143602416,61.70584194751574,0.832746148109436,333,53,43,0.9473359132247053,0,2
bleurt_bestmbr,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und CEO des Resorts, sagte, alle sechs Männer besäßen die Bergfahrpässe für das Skigebiet, seien also bei der Skipatrouille registriert, hätten an einer Information darüber teilgenommen, wie und wo sie Zugang zu den <v>Abfahrten im Hinterland</v> auf dem Gelände des Resorts hätten. Zudem müssten sie vor dem Ausflug die Schneebedingungen überprüfen.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",372.0,19.81229022467596,52.180873713915155,0.8200878500938416,333,53,43,0.9473359132247053,0,2
comet_bestmbr,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und CEO des Resorts, berichtet, dass alle sechs Männer im Besitz der Pässe für die Auffahrt des Skigebiets waren, <v>dh</v> bei der Skipatrouille registriert waren, an einer Anleitung teilgenommen haben, wie und wo über das Gelände des Resorts Zugang zum Skifahren im Backcountry erhalten, und vordem Ausflug die Schneebedingungen überprüfen mussten.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",414.0,23.55206732760651,54.7259546287271,0.7260231375694275,333,53,43,0.9473359132247053,0,2
refB,9,"Frank DeBerry, the resort's president and CEO, said all six men held the ski resort's uphill travel passes, which means they were registered with ski patrol, participated in an orientation on how and where to access backcountry skiing through the resort's property and were required to check snow conditions prior to their excursion.","Frank DeBerry, Präsident und Geschäftsführer des Skigebiets, erklärte, dass alle sechs Männer über die Bergskipässe des Skigebiets verfügten, was bedeutet, dass sie bei der Pistenrettung angemeldet waren, an einer Orientierung teilnahmen, wie und wo sie über das Grundstück des Skigebiets zu den Bergskirouten gelangten, und die Schneebedingungen vor ihrem Ausflug überprüfen mussten.","Frank DeBerry,, Präsident und CEO des Resorts, sagte, dass alle sechs Männer über die Bergpässe des Ski-Resorts verfügten, was bedeutet, dass sie bei der Ski-Patrouille eingetragen waren, an einer Orientierungsübung für den Zugang zum Langlaufgebiet durch das Gelände des Ski-Resorts teilgenommen hatten und aufgefordert wurden, sich vor ihrem Ausflug über die Schneebedingungen zu informieren.",288.0,33.895816405440804,57.59747221171888,0.8374284505844116,333,53,43,0.9473359132247053,0,2
JDExploreAcademy,10,"""Skiers can travel at will wherever they want in the national forest.",„Die Skifahrer können sich im Staatswald frei bewegen.,"„Skifahrer können im öffentlichen Wald überall hingehen, wo sie möchten.",527.0,4.4959869933858485,33.53737443087102,0.8335869908332825,69,12,12,1.0,4,0
Lan-Bridge,10,"""Skiers can travel at will wherever they want in the national forest.","<v><unk></v>Skifahrer können im Nationalwald nach Belieben reisen, wohin sie wollen.","„Skifahrer können im öffentlichen Wald überall hingehen, wo sie möchten.",564.0,4.343737891358309,38.709774768794595,0.7583197355270386,69,12,12,1.0,4,0
M2M100_1.2B-B4,10,"""Skiers can travel at will wherever they want in the national forest.","Skifahrer können nach Belieben <v>reisen</v>, wohin sie wollen, im Nationalwald.","„Skifahrer können im öffentlichen Wald überall hingehen, wo sie möchten.",1049.0,2.8629993657668873,35.146508141372166,0.7358026504516602,69,12,12,1.0,4,0
Online-A,10,"""Skiers can travel at will wherever they want in the national forest.","""Skifahrer können im Nationalwald nach Belieben <v>reisen</v>, wohin sie wollen.","„Skifahrer können im öffentlichen Wald überall hingehen, wo sie möchten.",536.0,4.814971807094068,37.59151573625908,0.7923590540885925,69,12,12,1.0,4,0
Online-B,10,"""Skiers can travel at will wherever they want in the national forest.","„Skifahrer können im <v>Staatsforst</v> nach Belieben reisen, wohin sie wollen.","„Skifahrer können im öffentlichen Wald überall hingehen, wo sie möchten.",475.0,8.961672320242714,39.888288490396114,0.814010739326477,69,12,12,1.0,4,0
Online-G,10,"""Skiers can travel at will wherever they want in the national forest.","<v>""</v>Skifahrer können im National Forest nach Belieben fahren, wohin sie wollen.","„Skifahrer können im öffentlichen Wald überall hingehen, wo sie möchten.",588.0,4.5672118332822365,38.68186851723385,0.7763084769248962,69,12,12,1.0,4,0
Online-W,10,"""Skiers can travel at will wherever they want in the national forest.","<v>""</v>Die Skifahrer können sich im Nationalforst frei bewegen, wo immer sie wollen.","„Skifahrer können im öffentlichen Wald überall hingehen, wo sie möchten.",348.0,4.546308713404574,35.62747077977941,0.7815950512886047,69,12,12,1.0,4,0
